mae,train_time,run_time
2.029581728883852,121.14597702026367,16.343543767929077
1.9990010779753655,126.36395573616028,23.01278591156006
2.008995593047536,115.4303650856018,35.488203287124634
1.9733638788836918,117.53575205802917,24.3384268283844
2.0261799315059763,116.15402007102966,3.926083564758301
2.00709262977231,115.83686685562134,14.822318077087402
2.0170139940279115,124.38547205924988,20.918357849121094
2.0329477049265643,114.5896008014679,4.450060129165649
2.0203918945439274,117.05809116363525,12.558074712753296
2.004214702152647,115.8762059211731,15.301767349243164
2.0324606814207984,116.32695007324219,27.85328221321106
2.014498945243948,115.74937582015991,14.060911893844604
1.9965419985102029,116.21244311332703,12.852861404418945
2.0037467825070303,115.87630677223206,13.97476577758789
2.0592263591904496,116.2155065536499,4.30289101600647
2.0152676261726823,120.19170951843262,5.67414927482605
2.019659347403484,114.80885219573975,15.243018865585327
2.018985310003411,119.00142168998718,5.69157075881958
2.006712202866845,121.34656977653503,28.137938737869263
2.011067806324621,120.31971955299377,22.158398628234863
2.0160393419596727,118.05228304862976,25.915510177612305
1.9992091032074037,123.486661195755,31.059974908828735
2.0094365607730342,128.98461079597473,20.841469764709473
1.9925057527756602,116.59677720069885,45.65644979476929
2.0163987229539724,119.23426628112793,24.68868350982666
1.9886275103243962,117.28535079956055,45.2517991065979
2.035651331682498,119.90096735954285,34.33771800994873
1.9913513359214914,117.52208471298218,14.321344137191772
2.0118293727824033,116.90574789047241,18.45394802093506
2.0157049446328665,122.91650700569153,7.886390686035156
