mae,train_time,run_time
0.5773995173290255,118.06258368492126,5.7487499713897705
0.5343439867979096,117.66601872444153,4.988243103027344
0.6114806930095892,116.89208793640137,5.874481439590454
0.5722992184533566,117.91867470741272,6.234654903411865
0.610647223568628,126.25590634346008,3.630103826522827
0.4987240195945241,115.42836165428162,5.034106016159058
0.5438419182539839,115.74942421913147,5.303104639053345
0.6029753195815742,115.30039310455322,5.804166793823242
0.526810284209599,115.29677653312683,5.323687553405762
0.5312616449704975,115.29227805137634,5.2820093631744385
0.5755947990987333,115.25937461853027,5.637162208557129
0.49596950331488726,115.27013874053955,2.596090316772461
0.6267434242124779,115.32119107246399,6.12580418586731
0.582276038888153,115.52289342880249,5.575868844985962
0.49925918533694913,115.2809157371521,4.840906620025635
0.5917203952025533,115.2754418849945,2.918808937072754
0.622431023203987,115.3033516407013,6.308545827865601
0.5564984404210892,115.27878046035767,5.309768438339233
0.5163228614032266,115.50846004486084,5.2732813358306885
0.6232516897854522,115.29812669754028,6.1746203899383545
0.568292736278778,115.30674052238464,5.559360504150391
0.5133596965215512,115.29779195785522,5.193694591522217
0.5235289153765689,115.29043078422546,5.015792608261108
0.5813641307897967,115.50015211105347,5.520018815994263
0.5360384034105152,115.32267761230469,5.14198637008667
0.5078551865091738,115.23624634742737,2.70297908782959
0.5447425423974317,115.28389549255371,5.145588636398315
0.4821940661781651,115.25102519989014,2.5868897438049316
0.651913986821629,115.322927236557,6.347364664077759
0.6360964139471896,115.33562135696411,6.6622984409332275
